State Display Name,State URL Name,State Court URL,,State Display Name,State URL Name,District Display Name,District URL Name,Temp1,Temp2,District Court URL,Case Number,FIR Number,Party Name,Advocate Name,Case Code,Act,Case Type,Case Number,Court Number,Party Name,Order Date,Case List,StateInterim,StateFinal,DistrictInterim,DistrictFinal
,,,,Sikkim,sikkim,North Sikkim,/mangan,,<li><a href='https://districts.ecourts.gov.in/mangan'>North Sikkim</a></li>,https://districts.ecourts.gov.in/mangan,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=24&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=24&dist_cd=2,24,24,=2,2
,,,,Sikkim,sikkim,South Sikkim,/Namchi,,<li><a href='https://districts.ecourts.gov.in/Namchi'>South Sikkim</a></li>,https://districts.ecourts.gov.in/Namchi,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=24&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=24&dist_cd=1,24,24,=1,1
,,,,Sikkim,sikkim,West Sikkim,/Gyalshing,,<li><a href='https://districts.ecourts.gov.in/Gyalshing'>West Sikkim</a></li>,https://districts.ecourts.gov.in/Gyalshing,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=24&dist_cd=3,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=24&dist_cd=3,24,24,=3,3
,,,,Tamil Nadu,tn,Ariyalur,/ariyalur,</ul><p><b>Tamil Nadu</b></p><ul>,</ul><p><b>Tamil Nadu</b></p><ul><li><a href='https://districts.ecourts.gov.in/ariyalur'>Ariyalur</a></li>,https://districts.ecourts.gov.in/ariyalur,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=30,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=30,10,10,30,30
,,,,Tamil Nadu,tn,Chennai,/chennai,,<li><a href='https://districts.ecourts.gov.in/chennai'>Chennai</a></li>,https://districts.ecourts.gov.in/chennai,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=13,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=13,10,10,13,13
,,,,Tamil Nadu,tn,Coimbatore,/coimbatore,,<li><a href='https://districts.ecourts.gov.in/coimbatore'>Coimbatore</a></li>,https://districts.ecourts.gov.in/coimbatore,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=18,10,10,18,18
,,,,Tamil Nadu,tn,Cuddalore,/cuddalore,,<li><a href='https://districts.ecourts.gov.in/cuddalore'>Cuddalore</a></li>,https://districts.ecourts.gov.in/cuddalore,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=20,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=20,10,10,20,20
,,,,Tamil Nadu,tn,Dharmapuri,/dharmapuri,,<li><a href='https://districts.ecourts.gov.in/dharmapuri'>Dharmapuri</a></li>,https://districts.ecourts.gov.in/dharmapuri,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=1,10,10,=1,1
,,,,Tamil Nadu,tn,Dindigul,/dindigul,,<li><a href='https://districts.ecourts.gov.in/dindigul'>Dindigul</a></li>,https://districts.ecourts.gov.in/dindigul,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=27,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=27,10,10,27,27
,,,,Tamil Nadu,tn,Erode,/erode,,<li><a href='https://districts.ecourts.gov.in/erode'>Erode</a></li>,https://districts.ecourts.gov.in/erode,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=24,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=24,10,10,24,24
,,,,Tamil Nadu,tn,Kanchipuram,/kanchipuram,,<li><a href='https://districts.ecourts.gov.in/kanchipuram'>Kanchipuram</a></li>,https://districts.ecourts.gov.in/kanchipuram,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=31,10,10,31,31
,,,,Tamil Nadu,tn,Kanyakumari,/kanyakumari,,<li><a href='https://districts.ecourts.gov.in/kanyakumari'>Kanyakumari</a></li>,https://districts.ecourts.gov.in/kanyakumari,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=7,10,10,=7,7
,,,,Tamil Nadu,tn,Karur,/karur,,<li><a href='https://districts.ecourts.gov.in/karur'>Karur</a></li>,https://districts.ecourts.gov.in/karur,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=19,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=19,10,10,19,19
,,,,Tamil Nadu,tn,Krishnagiri,/krishnagiri,,<li><a href='https://districts.ecourts.gov.in/krishnagiri'>Krishnagiri</a></li>,https://districts.ecourts.gov.in/krishnagiri,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=26,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=26,10,10,26,26
,,,,Tamil Nadu,tn,Madurai,/madurai,,<li><a href='https://districts.ecourts.gov.in/madurai'>Madurai</a></li>,https://districts.ecourts.gov.in/madurai,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=15,10,10,15,15
,,,,Tamil Nadu,tn,Nagapattinam,/nagapattinam,,<li><a href='https://districts.ecourts.gov.in/nagapattinam'>Nagapattinam</a></li>,https://districts.ecourts.gov.in/nagapattinam,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=6,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=6,10,10,=6,6
,,,,Tamil Nadu,tn,Namakkal,/namakkal,,<li><a href='https://districts.ecourts.gov.in/namakkal'>Namakkal</a></li>,https://districts.ecourts.gov.in/namakkal,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=10&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=10&dist_cd=5,10,10,=5,5
